gene_id	gene_name	Scer.t0000.b2.L001	Scer.t0000.b2.L002	Scer.t0000.b3.L001	Scer.t0000.b3.L002	Scer.t0030.b2.L001	Scer.t0030.b2.L002	Scer.t0030.b4.L001	Scer.t0030.b4.L002	Scer.t0060.b2.L001	Scer.t0060.b2.L002	Scer.t0060.b4.L001	Scer.t0060.b4.L002	Scer.t0090.b2.L001	Scer.t0090.b2.L002	Scer.t0090.b4.L001	Scer.t0090.b4.L002	Scer.t0120.b2.L001	Scer.t0120.b2.L002	Scer.t0120.b4.L001	Scer.t0120.b4.L002	Scer.t0150.b2.L001	Scer.t0150.b2.L002	Scer.t0150.b4.L001	Scer.t0150.b4.L002	Scer.t0180.b2.L001	Scer.t0180.b2.L002	Scer.t0180.b4.L001	Scer.t0180.b4.L002	Scer.t0210.b2.L001	Scer.t0210.b2.L002	Scer.t0210.b4.L001	Scer.t0210.b4.L002	Scer.t0240.b2.L001	Scer.t0240.b2.L002	Scer.t0240.b4.L001	Scer.t0240.b4.L002	Scer.t0360.b2.L001	Scer.t0360.b2.L002	Scer.t0360.b4.L001	Scer.t0360.b4.L002	Scer.t0480.b2.L001	Scer.t0480.b2.L002	Scer.t0480.b4.L001	Scer.t0480.b4.L002
gene-Q0020	15S_RRNA	1.93248	1.015541	1.924905	2.417168	0.484108	0.630013	1.275533	1.164023	2.536837	3.288783	0.856034	0.726348	0.8498	0.597823	0.495542	1.070367	0.550977	0.501858	0.622508	0.768413	1.459963	1.555111	0.426531	0.575649	1.078255	0.512249	1.755033	0.852146	4.177298	2.951231	1.132154	0.572141	3.327964	3.653363	0.462231	0.781082	2.681076	1.478635	2.940535	3.69042	2.451036	1.862257	2.311599	2.415654
gene-Q0045	COX1	0.541171	1.067315	0.566751	0.542097	0.591669	0.629163	0.698261	0.462687	1.563504	1.567008	1.236755	1.054741	0.957973	0.899268	1.117408	2.15577	1.553727	1.583723	1.18	1.544317	2.066073	1.747858	2.169573	2.454913	3.702353	2.409426	1.330075	1.813555	2.788546	2.686024	1.521908	1.468358	4.222297	3.251935	2.478096	3.013478	3.549663	3.051824	2.091998	1.389075	2.513027	2.412098	1.703752	2.319293
gene-Q0050	AI1	0.494306	0.500986	0.193645	0.490246	0.130171	0.395558	0.521038	0.206627	0.654353	0.537983	0.268999	0.182698	0.166443	0.291997	0.445338	0.314339	0.345782	0.420122	0.478567	0.355838	1.014151	1.075163	0.490132	0.496479	0.225951	0.276192	0.391755	0.438122	0.857018	0.981881	0.6672	0.539934	1.051047	0.971892	0.290478	0.589326	1.059981	0.832381	0.396539	0.767134	0.631227	0.61231	1.21892	0.636584
gene-Q0055	AI2	0.306562	0.9765	0.802119	0.334468	0.387075	0.257002	0.469158	0.725558	0.717476	0.542029	0.349562	0.534194	0.446436	0.447191	0.65108	0.350147	0.707669	0.477682	0.720858	0.737064	0.856058	1.234449	1.042117	1.055645	0.57257	0.628116	0.620398	0.948889	1.159376	1.382272	0.780326	0.83318	1.451139	1.593165	0.333816	0.47865	2.018774	1.921386	1.030658	0.747536	1.277173	1.27294	0.902623	0.818776
gene-Q0060	AI3	0	0.100422	0	0.10779	0.197784	0	0	0	0.359688	0.604613	0	0	0.092411	0.190681	0.097807	0.098554	0.24069	0	0.095577	0.197251	0.446223	0.112932	0	0.199432	0.099385	0.101112	0.330914	0.321456	0.480957	0.120052	0.097839	0.197615	0.295972	0.196697	0.654771	0	0	0.109713	0.394304	0.099225	0.176088	0.181599	0.324506	0
gene-Q0065	AI4	0.824252	1.216408	0.521913	0.67736	0.74824	0.487891	0.323676	0.530431	1.177287	0.548885	0.532873	0.250499	0.768327	0.68278	1.073323	0.811145	0.756081	0.956045	0.515786	0.650151	0.694865	0.741592	1.200176	0.829694	0.87021	0.885296	1.567726	1.165821	0.819425	0.920983	0.599149	0.877109	2.472172	0.968375	0.318712	0.992862	1.176369	1.43495	1.183593	0.927897	0.991575	1.078648	1.284211	0.701354
gene-Q0070	AI5_ALPHA	0.12109	0.168168	0.196483	0.296307	0.621242	0.072465	0.340129	0.517545	0.407513	0.469371	0.220159	0.088186	0.313992	0.36169	0.078939	0.49885	0.217366	0.241258	0.467014	0.165512	0.54986	0.30307	0.44204	0.074991	0.35496	0.174886	0.172974	1.261117	0.382242	0.982324	0.457176	0.161686	0.734897	0.843325	0.55319	0.380135	0.096858	0.931034	0.946288	0.693022	0.966229	1.094152	1.13869	1.390228
gene-Q0075	AI5_BETA	0.360511	0.852497	0.38681	0.652887	0.581316	1.05774	0.427578	0.86603	0.326798	0.880135	0.836853	0.729644	0.439318	0.668879	1.539626	0.835129	1.481264	1.497951	0.810211	0.934758	1.545283	1.563527	1.436692	1.573296	1.204068	1.346855	1.152478	1.168741	1.000607	2.327784	1.303958	1.914265	3.478018	2.580528	1.678669	2.092778	1.025977	2.34295	2.223987	0.829814	3.060973	1.939697	2.585879	3.657377
gene-Q0080	ATP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-Q0085	ATP6	0	0	0	0.194629	0	0.351413	0.159494	0	0	0.327493	0	0.181201	0	0.166598	0.17632	0	0.277106	0	0	0	0.576312	0.388697	0	0.18134	0.359014	0.182305	0	0.193778	0.213377	1.736597	0	0	0	0.174409	0.192673	0	0.764296	0.774856	0.174118	0.528447	0.315754	0	0.386376	0
gene-Q0105	COB	0	0.219807	0	0.11791	0	0	0	0	0.098364	0	0.167506	0.109817	0	0	0	0	0.08353	0.084487	0.209069	0.211079	0.232521	0.352909	0	0	0.21744	0	0	0.117234	0.258075	0.656726	0	0	0.209434	0	0.116576	0	0.579065	0.235143	0	0	0.262432	0	0.335724	0
gene-Q0110	BI2	0	0.098163	0	0	0	0	0	0	0	0.266512	0.139658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189505	0	0.105559	0	0.105107	0	0	0	0.086879	0	0
gene-Q0115	BI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058982	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075725	0	0	0	0	0	0	0	0	0	0	0.074899	0	0
gene-Q0120	BI4	0.18111	0.183554	0.129966	0	0.116631	0.059045	0	0	0	0	0	0	0.055128	0	0.05976	0	0	0	0.058386	0	0	0	0.059918	0	0	0.061773	0	0	0	0	0.059714	0.060373	0	0	0	0	0	0	0.118223	0.119864	0.384009	0.482675	0.074091	0.4067
gene-Q0130	OLI1	4.536735	1.535793	3.263349	13.271052	7.235794	4.380145	2.636074	2.661261	5.384097	12.197668	7.270666	13.282811	4.083755	4.143505	4.243639	9.970032	16.693801	15.637099	10.176407	7.32914	67.984426	55.733789	4.56736	15.336807	23.981786	27.330089	19.416506	27.817972	12.570781	27.435191	20.66643	20.796282	48.875207	49.262761	16.456838	6.641904	60.883476	50.612341	32.979848	43.496052	35.916827	40.769872	36.732356	38.710811
gene-Q0140	VAR1	0	0	0	0	0	0.101891	0	0.093942	0.283557	0	0	0	0	0.096661	0.205593	0	0.080241	0	0	0	0	0.226063	0.20738	0.104861	0.104468	0.106271	0	0.225283	0	0	0	0.103847	0.100634	0	0	0	0	0	0	0	0	0.093439	0	0.339907
gene-Q0158	21S_RRNA	3.930285	4.023316	4.447038	3.94423	3.906345	3.924824	3.137254	3.289279	5.487987	5.594583	2.66916	2.89251	3.426485	3.052881	2.889042	2.917066	3.921555	3.904746	2.72478	3.601733	7.536345	8.250454	5.004135	5.26142	6.038543	6.230158	5.387152	5.893237	8.498677	9.708327	4.370623	5.403151	14.221959	15.072069	6.089723	5.638006	13.701163	15.08049	13.67618	16.267837	10.040166	9.860143	9.938493	10.245424
gene-Q0160	SCEI	3.490386	3.325034	3.069088	2.658101	4.577901	4.393145	7.204939	4.435967	5.176063	4.482154	3.868331	4.266782	5.972812	4.148061	4.592323	3.032699	4.505908	5.73547	5.220731	5.551991	4.391596	9.318999	3.825197	5.796739	7.711506	6.419265	6.119864	5.532537	8.799507	4.184144	7.123507	4.040985	8.673496	8.290093	8.079249	10.082746	5.636951	6.219669	5.960279	7.822842	8.442126	9.509411	7.454128	7.114713
gene-Q0250	COX2	0	0.379985	0	0.203004	0	0	0	0	0	0	0	0.18899	0	0	0.183876	0.185068	0	0	0	0	0	0	0	0	0	0	0	0	0.445201	0	0.184367	0	0.539803	0	0	0	0.199287	0.20201	0.181561	0	0.164743	0	0.405392	0.406664
gene-Q0255	Q0255	2.512937	2.588375	3.020002	2.316933	4.114438	3.580248	3.260334	3.61217	1.932852	3.516887	2.303799	3.107747	3.266244	4.10795	3.280609	3.730135	2.346946	3.117285	2.712402	2.988269	3.86906	2.773043	3.554376	3.082639	4.529464	3.827927	4.085037	3.960399	4.054522	3.108243	3.70094	5.353715	3.710507	4.418762	3.211982	4.057616	4.657012	4.993196	4.32521	4.722871	3.663192	3.589372	5.131556	4.262495
gene-Q0275	COX3	0.170786	0	0	0	0	0	0	0	0.154407	0.622982	0	0.172319	0	0	0	0	0	0	0.163934	0	0	0	0	0	0	0.173388	0	0.184245	0.202864	0.20639	0	0	0.164118	0	0	0	0	0	0.165625	0	0	0	0.367279	0.185321
gene-Q0285	RPM1	0	0	0	0	0.35555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.052601	0	0.393791	0	0.371891	0	0	0	0	0	0	0	0	0.69552	0	0	0	0	0.390002	0	0	0	0	0	0
gene-tA(UGC)Q	tA(UGC)Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tC(GCA)Q	tC(GCA)Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tD(GUC)Q	tD(GUC)Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tE(UUC)Q	tE(UUC)Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tF(GAA)Q	tF(GAA)Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tG(UCC)Q	tG(UCC)Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tH(GUG)Q	tH(GUG)Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tI(GAU)Q	tI(GAU)Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tK(UUU)Q	tK(UUU)Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tL(UAA)Q	tL(UAA)Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tM(CAU)Q1	tM(CAU)Q1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tM(CAU)Q2	tM(CAU)Q2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tN(GUU)Q	tN(GUU)Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tP(UGG)Q	tP(UGG)Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tQ(UUG)Q	tQ(UUG)Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tR(ACG)Q2	tR(ACG)Q2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tR(UCU)Q1	tR(UCU)Q1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tS(GCU)Q1	tS(GCU)Q1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tS(UGA)Q2	tS(UGA)Q2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tT(UAG)Q2	tT(UAG)Q2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tT(UGU)Q1	tT(UGU)Q1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tV(UAC)Q	tV(UAC)Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tW(UCA)Q	tW(UCA)Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-tY(GUA)Q	tY(GUA)Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-YAL001C	NM_001178148.1	22.607244	23.168684	22.231303	23.57981	27.421533	29.173527	28.22023	27.301818	21.10637	21.568094	20.552254	21.264346	22.736866	20.168519	21.144302	20.409766	22.55894	21.985884	19.616063	19.81842	28.512013	28.270918	29.082205	28.076907	31.411503	29.872582	32.787981	31.06225	33.235864	30.213087	31.790922	31.853294	37.000384	34.543882	31.674182	33.242373	37.275501	35.664644	35.779777	34.600458	33.491911	32.602996	28.315942	27.98067
gene-YAL002W	NM_001178149.1	13.619107	12.645844	11.975912	12.563934	21.880409	22.28453	18.982959	20.536928	15.318471	16.481086	16.332474	16.063546	14.906749	13.889958	13.796649	14.629127	15.792344	16.171767	13.947562	14.483266	20.816751	21.585333	20.730118	22.183105	26.237047	25.593838	24.209846	27.202083	30.472993	29.193809	27.037968	26.70388	35.100965	35.393462	33.670811	31.074914	47.698953	48.99955	46.08898	44.209545	53.561832	52.486879	53.32716	54.882463
gene-YAL003W	NM_001178150.1	3312.295154	3320.460972	3178.946208	3209.169388	1803.613968	1833.768984	1931.526286	1915.555869	2833.125765	2688.652804	2652.895932	2702.596581	3405.258495	3391.886919	3506.240028	3453.286427	3256.359587	3221.041258	3381.569245	3291.707796	2266.950311	2317.532678	2584.698186	2592.811465	2024.96068	1985.747317	1972.76036	1942.035073	2036.634418	2048.549946	2034.809491	2064.952631	1961.879759	1945.950863	2078.008647	2117.426984	1888.303739	1883.423623	2141.019513	2112.013447	2029.761835	2020.964491	2361.933665	2355.992527
gene-YAL005C	NM_001178151.1	150.667867	150.336381	142.64423	149.807109	2458.805581	2470.191095	2311.326684	2301.009213	1613.711353	1632.23355	1730.236747	1729.969761	802.749709	800.934086	703.792563	703.308357	1240.33321	1262.039493	1384.547464	1356.860513	2520.360091	2469.22592	2510.31207	2505.570183	3285.731828	3355.270377	3263.209267	3338.095221	3599.970376	3547.946499	3608.991357	3588.874836	4042.373288	4075.31048	3862.972968	3872.155996	3956.214284	3892.891285	4004.511128	4036.042604	2724.497569	2772.801564	2822.326585	2782.061185
gene-YAL007C	NM_001178152.1	198.458295	195.19294	203.982919	193.511837	157.91903	168.523963	183.074638	180.115949	180.565159	179.9684	169.795569	178.69868	200.833157	194.723045	210.659744	217.173457	195.024367	203.227913	197.109227	202.145635	187.121626	201.128715	206.779688	215.483285	173.60835	177.527873	182.93112	177.538979	176.757495	169.631026	177.352906	186.739801	170.445252	171.921092	184.010252	205.675097	111.351247	111.045371	117.288002	109.47456	76.570216	85.338001	114.635097	115.789829
gene-YAL008W	NM_001178153.1	57.829892	57.530985	51.51732	62.387056	230.301899	206.559798	201.983312	186.971879	123.74428	111.471543	124.805642	119.515226	97.712222	92.795999	71.300769	90.273986	118.684956	115.900188	108.895066	111.556891	190.185432	192.68479	167.685842	169.981852	246.871299	248.455012	243.524062	215.689886	233.843325	235.199409	258.826323	249.142855	246.890908	246.224795	264.540277	261.904389	297.843459	319.072142	296.951896	289.562996	304.581702	326.770398	238.344161	263.130964
gene-YAL009W	NM_001178154.1	46.716806	45.883981	45.737605	46.516234	67.02694	65.714209	59.650826	59.514244	56.668681	52.398819	58.321378	52.910635	51.278564	55.976889	51.132801	45.789283	52.234411	55.431838	56.537088	50.435506	61.665406	67.244613	56.238685	62.92489	65.699523	64.535811	65.44029	63.17162	64.811878	65.122377	64.692614	68.388237	63.324294	62.961553	62.040814	68.624265	76.2385	61.988441	74.696484	68.521637	74.675743	77.613866	77.081983	74.26156
gene-YAL010C	NM_001178155.2	14.486926	14.025991	16.968995	16.831925	28.550612	24.933679	19.320717	22.217	19.408353	22.593945	21.852129	20.686163	18.333899	17.198976	16.318658	18.382092	19.877418	21.879555	20.087612	18.864954	27.446797	25.751734	25.738213	26.615381	31.361129	30.017337	29.07489	29.598981	36.814839	32.281073	27.592516	31.759481	30.152427	28.386626	30.305265	28.248731	29.434246	27.17171	31.651211	31.106015	28.427721	31.656031	31.101505	32.680039
gene-YAL011W	NM_001178156.1	21.869077	21.725958	18.551511	22.153562	20.290274	19.153386	19.934155	21.446532	28.760664	29.828678	27.101764	26.58264	21.888733	28.095574	27.026168	23.547834	22.11031	20.599626	20.13265	17.075505	21.09863	22.424662	23.547095	23.840949	24.146959	24.840177	26.41317	24.145932	27.674515	29.828675	29.634448	29.528094	28.438513	26.436823	28.203146	32.175185	37.047181	35.762734	36.410125	37.772967	36.830223	37.250519	34.231776	33.640435
gene-YAL012W	NM_001178157.1	160.716857	164.803384	152.081323	157.570021	157.165473	174.824705	132.619936	137.790407	181.772702	160.549046	143.496538	142.380942	176.632378	172.595085	132.137324	130.304654	159.201405	163.004887	157.597417	178.415986	148.68806	139.350605	125.856484	132.262365	122.658696	128.537293	118.685554	118.234205	121.853912	115.477283	102.536161	109.106146	94.115006	91.018987	91.60831	86.501195	56.546471	54.320799	50.192914	51.888198	62.888463	61.479149	59.353202	59.521297
gene-YAL013W	NM_001178158.2	35.095639	35.878115	37.144823	43.276195	63.042665	56.674605	59.117269	64.221125	51.098858	53.782484	52.306428	54.156181	46.982424	43.164391	45.508073	47.071107	49.266651	50.551586	48.406432	47.682524	60.49936	54.684853	56.347295	57.192415	52.588906	55.476969	57.62927	57.473707	57.67307	58.954582	58.419107	63.060805	41.988525	46.086322	51.447629	53.465171	45.669012	53.229613	51.557725	50.417803	38.259396	39.896049	35.905077	39.058532
gene-YAL014C	NM_001178159.1	50.095726	53.925914	49.840404	45.707564	65.435929	73.391082	67.10109	70.153194	63.666146	56.339659	67.930761	62.349434	44.314332	46.617386	50.945183	54.176969	50.377468	56.89653	55.26153	59.661413	63.948121	66.48142	65.341573	61.864187	72.581537	69.798167	66.047252	69.254148	61.228513	67.163787	70.107438	77.096467	66.237654	68.372698	73.582477	71.065082	57.162498	53.201749	62.393676	67.973076	60.625629	54.101775	55.832889	52.344947
gene-YAL015C	NM_001178160.1	23.26828	23.264503	25.098453	22.476555	48.332627	46.525448	47.614147	47.579948	44.762276	39.333974	47.458771	41.238036	38.912927	34.889452	36.336977	35.008515	35.51495	38.356702	31.461948	30.134178	39.918452	47.33451	38.352229	40.121315	46.974612	49.268261	47.381356	45.819945	45.415878	50.202946	48.502186	47.479106	47.761645	45.694045	45.822608	47.411405	42.687547	46.299255	46.538871	42.185333	47.306934	42.215673	41.95148	42.360866
gene-YAL016W	NM_001178161.1	87.452653	92.323532	87.862736	90.895293	148.143868	145.423485	140.927031	139.041121	104.523935	110.077993	103.718325	106.739815	108.068369	98.766752	96.779923	98.597283	114.581306	110.214769	111.222993	108.902213	131.406719	119.783284	130.411515	126.736826	132.762697	138.230156	136.211832	143.445793	135.433079	136.802857	133.143507	136.979722	136.876311	140.354018	135.465663	141.152847	124.724485	124.890597	131.144852	130.795334	123.41047	126.175768	116.11659	124.198412
gene-YAL017W	NM_001178162.2	20.15808	21.189538	19.719933	19.181195	62.029226	61.815339	54.569448	54.208968	27.569726	24.384695	26.931848	26.087254	26.890871	25.516139	24.169561	24.296894	31.980306	33.618198	27.004583	27.91278	42.667285	45.129265	42.815954	43.633635	52.419551	52.759908	53.637589	53.901358	47.665325	50.432774	49.844744	49.775022	50.870269	56.105781	48.909488	51.591216	51.783478	54.610896	51.486078	52.286801	50.129375	52.555821	42.102122	39.936827
gene-YAL018C	NM_001178163.1	0	0	0	0.290329	0.12939	0	0.356592	0.120334	0	0	0.265866	0.135183	0	0.124008	0.394883	0.656603	0.206034	0.208311	0.128648	0.129855	0.143188	0.144874	0.399926	0.26941	0.669331	0.408261	0.284882	0	0.317934	0.647111	0.395393	0.664844	0.257686	0.521309	0.14359	0.436227	0.570248	0.289309	0.260134	0.131694	0.939495	0.958945	1.006724	0.290504
gene-YAL019W	NM_001178164.1	35.855668	36.800215	35.651222	37.799777	19.165445	20.243244	16.849871	18.950688	44.157439	42.487887	42.38542	41.80806	40.446099	42.729461	40.129446	41.443217	29.553441	29.878185	26.175734	26.287006	17.656607	18.71431	25.319781	23.640414	15.090307	14.711589	14.025361	14.25163	20.392013	17.386368	15.301656	16.651942	15.573889	14.409885	16.54766	17.640295	18.137279	16.886483	17.803966	16.73823	22.150119	21.077582	22.362321	19.950388
gene-YAL020C	NM_001178165.2	32.157663	29.567131	31.426632	35.065796	52.953979	51.740312	58.689652	47.630665	55.334665	53.973979	60.478754	60.196092	47.528938	48.112378	43.546997	41.418104	47.657552	44.651321	50.67331	45.229293	52.087802	40.755975	50.671755	48.987057	37.53051	38.288559	45.869316	42.584359	50.269616	52.415398	51.548708	52.878888	43.626755	38.947724	46.104395	45.422638	51.034977	55.577268	51.362851	55.203517	56.949856	52.203462	59.704493	57.205182
gene-YAL021C	NM_001178166.1	28.826579	29.851052	28.065826	30.032875	34.44722	32.834723	33.695784	30.787401	32.957093	30.875695	31.841662	30.892345	30.036634	28.795244	31.407476	30.193614	28.450197	27.375846	23.92207	23.071468	29.230344	30.668972	30.801982	31.111084	30.970377	29.070903	32.077468	31.858446	31.212695	31.569604	30.350271	28.413888	33.577548	33.532166	35.396845	36.885302	30.132959	30.483386	30.546617	31.602759	26.05448	25.669837	29.790965	31.240606
gene-YAL022C	NM_001178167.1	54.088993	59.554641	52.403579	54.236877	76.77737	76.953557	68.118782	69.477067	80.537532	72.842827	80.085199	75.239383	57.801289	60.505326	55.599368	54.207886	67.298639	63.986058	65.130998	66.149707	63.896696	59.414703	60.894863	70.257859	65.772243	65.93138	60.602705	63.757145	68.339829	66.792608	66.183546	67.647915	62.816236	60.523222	61.012197	64.611646	48.855278	52.043615	53.036098	55.578148	46.486781	45.570582	59.298824	54.958889
gene-YAL023C	NM_001178168.1	210.394602	211.621223	199.617837	199.744637	145.458261	149.169151	146.890085	153.126962	170.85553	172.498363	184.431101	184.077064	201.32979	203.572067	212.82391	208.91499	184.59918	185.260604	184.151621	181.412986	171.368535	170.710208	189.216882	185.987243	161.352147	161.381133	152.278928	157.533743	165.8019	164.734741	152.011488	154.4906	150.459823	148.937185	157.79411	155.807625	113.320247	111.975493	110.666575	115.34337	69.444267	67.540874	92.148794	91.334231
gene-YAL024C	NM_001178169.1	9.270149	8.939824	7.172171	7.400473	7.098855	7.145101	6.859133	7.212743	8.330849	8.132104	8.450859	7.895158	10.346354	9.752696	10.850529	11.095253	8.468064	8.007415	6.862516	7.03241	6.773106	7.868947	8.332222	9.152645	7.839481	6.356866	7.980034	7.61858	8.321865	7.650085	7.611868	6.693555	7.344903	8.212536	7.441256	7.303322	5.758299	5.360709	5.690626	4.794439	4.909089	4.364176	6.783689	5.90575
gene-YAL025C	NM_001178170.2	160.205833	151.824984	153.730633	155.845562	24.870898	28.983165	28.990124	28.172384	161.504622	161.692536	145.31718	155.331095	144.357762	138.950916	152.498174	151.999233	82.220481	81.858384	89.655378	93.148357	29.976796	34.237727	57.317471	53.681994	21.37767	20.258903	18.912497	18.389204	25.048291	23.394625	27.02083	25.388174	17.094673	16.585768	24.32832	26.828355	37.837404	38.072877	46.43537	45.510557	85.456276	81.517455	80.105117	71.951085
gene-YAL026C	NM_001178171.2	37.566071	36.524641	36.991981	34.422563	33.479147	35.779265	32.644062	30.388143	35.526448	36.996906	34.197837	33.724172	34.639453	34.962101	32.954227	35.421701	31.288017	32.604546	30.37786	31.495372	33.349755	33.159159	36.755758	35.104551	33.299646	34.545927	33.515461	31.605056	36.467423	34.78776	33.222519	34.789545	36.115261	34.976175	34.713759	33.649185	35.48549	34.686453	35.194889	36.575258	31.38943	33.236276	32.489272	33.03077
gene-YAL027W	NM_001178172.1	19.561147	22.164771	20.542924	23.502122	25.86253	26.258139	26.204774	21.072436	18.482307	22.205237	18.888236	21.522166	22.283924	19.291536	17.801549	20.729713	24.956079	26.737724	20.303153	22.206921	31.943006	31.931792	26.314804	23.150216	34.291337	36.089913	25.376562	31.454324	33.15666	31.582914	27.992104	30.320652	35.183405	31.593269	28.223559	34.347595	32.529728	36.048167	35.504161	35.396172	34.686892	29.483287	36.710425	35.907381
gene-YAL028W	NM_001178173.1	10.918471	11.672033	11.180631	8.878813	33.748568	34.669054	33.781381	34.250679	13.998419	12.505034	13.638382	16.162205	10.860463	9.646958	10.352978	12.000624	19.0564	17.362484	15.390192	11.967269	31.147579	30.381151	27.933993	26.317432	33.718346	36.692952	35.398419	35.530216	35.00348	30.560632	31.786887	31.078475	34.029296	38.221663	32.033203	34.026327	37.290878	38.858209	34.079918	36.396831	30.07577	30.192344	28.499351	26.377215
gene-YAL029C	NM_001178174.1	37.553195	36.021505	34.121759	32.926607	27.098217	26.959195	23.682127	25.95278	35.779486	35.363445	36.147719	35.592456	33.132605	33.361737	33.301751	34.031053	27.905448	27.192456	23.677512	24.957182	23.889199	22.677142	27.076868	28.108022	22.086902	21.377272	22.776498	23.625327	24.823387	26.385705	23.344901	24.956668	27.148134	25.264397	24.847777	25.456086	23.10188	22.151859	23.240771	23.308469	20.791705	20.644489	22.023733	24.275594
